Time,Measurement 1 (dBm)
13:26.0,-39.1810999
13:26.1,-39.3343013
13:26.2,-39.5057551
13:26.3,-39.5852186
13:26.4,-39.6185407
13:26.5,-39.665354
13:26.6,-39.6771462
13:26.7,-39.6861091
13:26.8,-39.6919038
13:26.9,-39.6650434
13:27.0,-39.6871785
13:27.1,-39.7151829
13:27.2,-39.7320718
13:27.3,-39.7398071
13:27.4,-39.7511972
13:27.5,-39.7579012
13:27.6,-39.7652682
13:27.7,-39.7715064
13:27.8,-39.7775367
13:28.0,-39.7720694
13:28.1,-39.7773728
13:28.2,-39.7798497
13:28.3,-39.7811252
13:28.4,-39.7800643
13:28.5,-39.7826279
13:28.6,-39.7833763
13:28.7,-39.7755156
13:28.8,-39.7772956
13:28.9,-39.7833212
13:29.0,-39.7805341
13:29.1,-39.7843182
13:29.2,-39.7794382
13:29.3,-39.7722565
13:29.4,-39.7700091
13:29.5,-39.7541863
13:29.6,-39.7546175
13:29.7,-39.7539051
13:29.8,-39.7555153
13:29.9,-39.7461167
13:30.0,-39.7290018
13:30.1,-39.7157154
13:30.2,-39.7015547
13:30.4,-39.7020856
13:30.5,-39.7055807
13:30.6,-39.7115527
13:30.7,-39.7171716
13:30.8,-39.7177446
13:30.9,-39.7212124
13:31.0,-39.7246441
13:31.1,-39.7299801
13:31.2,-39.7319139
13:31.3,-39.7334147
13:31.4,-39.7365509
13:31.5,-39.7383618
13:31.6,-39.7415909
13:31.7,-39.7444631
13:31.8,-39.7475973
13:31.9,-39.7483049
13:32.0,-39.7511523
13:32.1,-39.7538033
13:32.2,-39.7537403
13:32.4,-39.7564155
13:32.5,-39.7563707
13:32.6,-39.7533709
13:32.7,-39.7555736
13:32.8,-39.7546147
13:32.9,-39.7570329
13:33.0,-39.758935
13:33.1,-39.7623755
13:33.2,-39.7647302
13:33.3,-39.766325
13:33.4,-39.768587
13:33.5,-39.7698286
13:33.6,-39.7711532
13:33.7,-39.7728911
13:33.8,-39.7733059
13:33.9,-39.7745796
13:34.0,-39.7761018
13:34.1,-39.7779022
13:34.2,-39.7788596
13:34.3,-39.7798922
13:34.4,-39.7803658
13:34.5,-39.7825441
13:34.7,-39.783764
13:34.8,-39.7842425
13:34.9,-39.7851443
13:35.0,-39.7840412
13:35.1,-39.7850717
13:35.2,-39.7868889
13:35.3,-39.7851401
13:35.4,-39.7851815
13:35.5,-39.7846697
13:35.6,-39.7854695
13:35.7,-39.7863656
13:35.8,-39.7841801
13:35.9,-39.7851181
13:36.0,-37.7803625
13:36.1,-38.733239
13:36.2,-39.2779103
13:36.3,-39.4484235
13:36.4,-39.5665149
13:36.5,-39.6142764
13:36.6,-39.6400369
13:36.7,-39.6520467
13:36.8,-39.6753295
13:37.0,-39.6819461
13:37.1,-39.6681996
13:37.2,-39.6670668
13:37.3,-39.683068
13:37.4,-39.6753479
13:37.5,-39.6791396
13:37.6,-39.660135
13:37.7,-39.6487704
13:37.8,-39.6648271
13:37.9,-39.6686299
13:38.0,-39.6424996
13:38.1,-39.6384918
13:38.2,-39.6369827
13:38.3,-39.6426392
13:38.4,-39.650064
13:38.6,-39.6567043
13:38.7,-39.6673268
13:38.8,-39.6729029
13:38.9,-39.6850783
13:39.0,-39.6874936
13:39.1,-39.6877553
13:39.2,-39.6915835
13:39.3,-39.6943093
13:39.4,-39.7025623
13:39.5,-39.7067942
13:39.6,-39.7111621
13:39.7,-39.7165967
13:39.8,-39.7219415
13:39.9,-39.7288251
13:40.0,-39.7344485
13:40.1,-39.7380571
13:40.2,-39.7404755
13:40.3,-39.7443096
13:40.4,-39.7479178
13:40.5,-39.7523707
13:40.7,-39.7584529
13:40.8,-39.7635172
13:40.9,-39.7622426
13:41.0,-39.7649851
13:41.1,-39.7677155
13:41.2,-39.7718591
13:41.3,-39.7710603
13:41.4,-39.7732977
13:41.5,-39.7784683
13:41.6,-39.7806955
13:41.7,-39.7822247
13:41.8,-39.7849092
13:41.9,-39.7853739
13:42.0,-39.788573
13:42.1,-39.7890919
13:42.2,-39.7909989
13:42.3,-39.7922509
13:42.4,-39.7943442
13:42.5,-39.7948632
13:42.6,-39.7957087
13:42.7,-39.7971626
13:42.8,-39.7958108
13:42.9,-39.798588
13:43.1,-39.7998046
13:43.2,-39.8020292
13:43.3,-39.8049391
13:43.4,-39.8070752
13:43.5,-39.8082441
13:43.6,-39.8101055
13:43.7,-39.8119901
13:43.8,-39.8135219
13:43.9,-39.8146559
13:44.0,-39.8157089
13:44.1,-39.816382
13:44.2,-39.8174343
13:44.3,-39.8193722
13:44.4,-39.8194182
13:44.5,-39.8192944
13:44.6,-39.819451
13:44.7,-39.8192699
13:44.9,-39.81866
13:45.0,-39.8186299
13:45.1,-39.8190747
13:45.2,-39.8192533
13:45.3,-39.8193414
13:45.4,-39.8186995
13:45.5,-39.8144526
13:45.6,-39.8084402
13:45.7,-39.8072822
13:45.8,-39.8075828
13:45.9,-39.8055087
13:46.0,-39.806842
13:46.1,-39.8085888
13:46.2,-39.8082724
13:46.3,-39.8082158
13:46.4,-39.8094948
13:46.5,-39.8091763
13:46.6,-39.8092979
13:46.7,-39.8085578
13:46.9,-39.8089612
13:47.0,-39.8091786
13:47.1,-39.8109899
13:47.2,-39.8112042
13:47.3,-39.8110507
13:47.4,-39.8117589
13:47.5,-39.7900474
13:47.6,-39.2524589
13:47.7,-39.4580793
13:47.8,-39.4733736
13:47.9,-39.52242
13:48.0,-39.5672678
13:48.1,-39.582866
13:48.2,-39.6104482
13:48.3,-39.6095615
13:48.4,-39.6273325
13:48.5,-39.6331018
13:48.7,-39.6440644
13:48.8,-39.6527759
13:48.9,-39.6710404
13:49.0,-39.6721179
13:49.1,-39.6811446
13:49.2,-39.6847919
13:49.3,-39.6847291
13:49.4,-39.6880282
13:49.5,-38.8421608
13:49.6,-39.7075243
13:49.7,-39.684045
13:49.8,-39.7272728
13:49.9,-39.7270305
13:50.0,-39.5530701
13:50.1,-39.5875573
13:50.2,-39.6483621
13:50.3,-39.6145122
13:50.4,-39.6379211
13:50.5,-39.6505129
13:50.6,-39.6780224
13:50.7,-39.6978555
13:50.8,-39.7109002
13:50.9,-39.7267704
13:51.0,-39.7385027
13:51.1,-39.7438707
13:51.3,-39.7461487
13:51.4,-39.7511547
13:51.5,-39.7542989
13:51.6,-39.7561515
13:51.7,-39.7622493
13:51.8,-39.7716949
13:51.9,-39.7689861
13:52.0,-39.7705089
13:52.1,-39.772632
13:52.2,-39.7762808
13:52.3,-39.7794088
13:52.4,-39.7845011
13:52.5,-39.786028
13:52.6,-39.7861876
13:52.7,-39.7854575
13:52.8,-39.787191
13:52.9,-39.788218
13:53.0,-39.7897749
13:53.1,-39.7911194
13:53.2,-39.784463
13:53.4,-39.785956
13:53.5,-39.7877942
13:53.6,-39.7898737
13:53.7,-39.7907617
13:53.8,-39.7909277
13:53.9,-39.7910126
13:54.0,-39.7914596
13:54.1,-39.791221
13:54.2,-39.7892795
13:54.3,-39.7879949
13:54.4,-39.7876006
13:54.5,-39.7876935
13:54.6,-39.7849539
13:54.7,-39.7787908
13:54.8,-39.7741409
13:54.9,-39.7713937
13:55.0,-39.7719905
13:55.1,-39.7720225
13:55.2,-39.7707075
13:55.4,-39.7708867
13:55.5,-39.7717405
13:55.6,-39.771584
13:55.7,-39.7724921
13:55.8,-39.770896
13:55.9,-39.7710769
13:56.0,-39.771192
13:56.1,-39.7697297
13:56.2,-39.7689548
13:56.7,-39.7644335
13:56.8,-39.7636744
13:56.9,-39.7630836
13:57.0,-39.7629441
13:57.1,-39.7630292
13:57.2,-39.7631559
13:57.3,-39.7608797
13:57.5,-39.760444
13:57.6,-39.7586266
13:57.7,-39.7567174
13:57.8,-39.7569609
13:58.0,-39.7546604
13:58.1,-39.7544981
13:58.2,-39.7499272
13:58.4,-39.7490876
13:58.5,-39.7473331
13:58.6,-39.7468815
13:58.7,-39.7452406
13:58.8,-39.7428742
13:58.9,-39.7405744
13:59.0,-39.7294125
13:59.1,-39.5864838
13:59.2,-39.2195557
13:59.4,-39.0692626
13:59.5,-39.2067911
13:59.6,-39.2609461
13:59.7,-39.2869129
13:59.8,-39.0804498
13:59.9,-39.0763645
14:00.0,-39.5931406
14:00.2,-39.54731
14:00.3,-39.5496347
14:00.4,-39.5212432
14:00.5,-39.5443085
14:00.6,-39.5262682
14:00.7,-39.5316616
14:00.8,-39.5264399
14:01.0,-39.5454545
14:01.1,-39.5645599
14:01.2,-39.5777649
14:01.3,-39.4759407
14:01.4,-39.4830176
14:01.5,-39.412496
14:01.6,-39.4407473
14:01.8,-39.3790103
14:01.9,-39.8178656
14:02.0,-39.6546789
14:02.1,-39.6407697
14:02.2,-39.6357367
14:02.3,-39.6588592
14:02.4,-39.6831618
14:02.5,-39.6364823
14:02.6,-39.6386877
14:02.7,-39.6272401
14:02.8,-39.6175955
14:03.0,-39.6140124
14:03.1,-39.5877518
14:03.2,-39.6029183
14:03.3,-39.5995403
14:03.4,-39.5805251
14:03.5,-39.5871808
14:03.6,-39.5955773
14:03.7,-39.5473429
14:03.8,-38.986449
14:04.0,-39.1516783
14:04.1,-39.1346909
14:04.2,-39.192315
14:04.3,-39.2852079
14:04.4,-39.3603147
14:04.5,-39.4029778
14:04.6,-39.4350422
14:04.7,-39.4551189
14:04.8,-39.4808691
14:04.9,-39.4933141
14:05.0,-39.5065042
14:05.1,-39.5125122
14:05.2,-39.5255184
14:05.3,-39.5362024
14:05.4,-39.541798
14:05.6,-39.5468782
14:05.7,-39.5476707
14:05.8,-39.5404501
14:05.9,-39.5426253
14:06.0,-39.5475888
14:06.1,-39.5511279
14:06.2,-39.5578015
14:06.3,-39.561923
14:06.4,-39.5656013
14:06.5,-39.5692073
14:06.6,-39.5719418
14:06.7,-39.5737319
14:06.8,-39.5780203
14:06.9,-39.5809694
14:07.0,-39.582462
14:07.2,-39.5844221
14:07.3,-39.5848399
14:07.4,-39.5869645
14:07.5,-39.5872943
14:07.6,-39.5901373
14:07.7,-39.591106
14:07.8,-39.59241
14:07.9,-39.5922935
14:08.0,-39.5916326
14:08.1,-39.5915803
14:08.2,-39.5930019
14:08.3,-39.5899297
14:08.4,-39.5920187
14:08.5,-39.5920427
14:08.6,-39.5905011
14:08.7,-39.5909599
14:08.8,-39.5911573
14:08.9,-39.5916154
14:09.0,-39.5936092
14:09.2,-39.594312
14:09.3,-39.5938473
14:09.4,-39.5936314
14:09.5,-39.5941894
14:09.6,-39.5938309
14:09.7,-39.5928873
14:09.8,-39.5920653
14:09.9,-39.5913232
14:10.0,-39.5896979
14:10.1,-39.5844247
14:10.2,-39.5770838
14:10.3,-39.5493751
14:10.4,-39.2967769
14:10.6,-39.25023
14:10.7,-39.2994805
14:10.8,-39.3610862
14:10.9,-39.3732738
14:11.0,-39.4212176
14:11.1,-39.4248763
14:11.2,-39.4473069
14:11.3,-39.4819883
14:11.4,-39.2826143
14:11.5,-39.2950577
14:11.6,-39.223951
14:11.7,-39.3303176
14:11.8,-38.9577082
14:11.9,-39.0174822
14:12.0,-39.0363423
14:12.1,-39.076954
14:12.2,-39.1093342
14:12.4,-39.1821172
14:12.5,-39.196675
14:12.6,-39.2384635
14:12.7,-39.2763384
14:12.8,-39.2914032
14:12.9,-39.3142802
14:13.0,-39.294042
14:13.1,-39.3112169
14:13.2,-39.3200297
14:13.3,-39.3284674
14:13.4,-39.2984513
14:13.5,-39.2955624
14:13.6,-39.290929
14:13.7,-39.3011147
14:13.8,-39.3069803
14:13.9,-39.3197007
14:14.0,-39.3273883
14:14.1,-39.3272521
14:14.2,-39.2742116
14:14.3,-39.2875304
14:14.4,-39.3048565
14:14.6,-39.3143724
14:14.7,-39.2715646
14:14.8,-39.2873906
14:14.9,-39.2979047
14:15.0,-39.3059894
14:15.1,-39.3115066
14:15.2,-39.3218431
14:15.3,-39.325093
14:15.4,-39.3296274
14:15.5,-39.3289642
14:15.6,-39.3339278
14:15.7,-39.3333523
14:15.8,-39.3365414
14:15.9,-39.345529
14:16.0,-39.3528604
14:16.1,-39.3557676
14:16.2,-39.3605914
14:16.3,-39.366264
14:16.4,-39.3728418
14:16.5,-39.3765251
14:16.6,-39.3808282
14:16.7,-39.3828896
14:16.9,-39.385226
14:17.0,-39.3864687
14:17.1,-39.3869562
14:17.2,-39.3780115
14:17.3,-39.3749401
14:17.4,-39.3729825
14:17.5,-39.3696817
14:17.6,-39.367613
14:17.7,-39.3653285
14:17.8,-39.3646305
14:17.9,-39.3541719
14:18.0,-39.3512276
14:18.1,-39.3424533
14:18.2,-39.336311
14:18.3,-39.3332447
14:18.4,-39.329289
14:18.5,-39.3289662
14:18.6,-39.3325311
14:18.7,-39.3369547
14:18.8,-39.3389331
14:18.9,-39.3430139
14:19.1,-39.3473038
14:19.2,-39.3494597
14:19.3,-39.3515062
14:19.4,-39.352498
14:19.5,-39.3550299
14:19.6,-39.3570917
14:19.7,-39.3597408
14:19.8,-39.3618279
14:19.9,-39.3630793
14:20.0,-39.3655232
14:20.1,-39.3662885
14:20.2,-39.3678406
14:20.3,-39.3683532
14:20.4,-39.3714942
14:20.5,-39.3605502
14:20.6,-39.4425713
14:20.7,-39.4903882
14:20.8,-39.5210396
14:20.9,-39.5316058
14:21.0,-39.4421203
14:21.1,-39.4561739
14:21.3,-39.461847
14:21.4,-39.4678823
14:21.5,-39.4683786
14:21.6,-39.467353
14:21.7,-39.4677819
14:21.8,-39.4626068
14:21.9,-39.4640361
14:22.0,-39.4574923
14:22.1,-39.4417135
14:22.2,-39.4455036
14:22.3,-39.4294449
14:22.4,-39.4274798
14:22.5,-39.4316376
14:22.6,-39.4350188
14:22.7,-39.4228838
14:22.8,-39.4276091
14:22.9,-39.428773
14:23.0,-39.4283302
14:23.1,-39.403855
14:23.2,-39.4066105
14:23.3,-38.6610996
14:23.4,-38.8469585
14:23.5,-38.99809
14:23.7,-39.0821628
14:23.8,-39.1663717
14:23.9,-39.200957
14:24.0,-39.2339598
14:24.1,-39.1953682
14:24.2,-39.2135743
14:24.3,-39.2231635
14:24.4,-39.2369584
14:24.5,-39.2519859
14:24.6,-39.2599131
14:24.7,-39.2652007
14:24.8,-39.2559971
14:24.9,-39.2611061
14:25.0,-39.263171
14:25.1,-39.270876
14:25.2,-39.2797044
14:25.3,-39.2913109
14:25.4,-39.2975964
14:25.5,-39.3076486
14:25.6,-39.2488869
14:25.7,-39.2578295
14:25.8,-39.2738631
14:26.0,-39.2874389
14:26.1,-39.2936436
14:26.2,-39.3043715
14:26.3,-39.3115047
14:26.4,-39.3170007
14:26.5,-39.3252426
14:26.6,-39.3314901
14:26.7,-39.3341314
14:26.8,-39.3363275
14:26.9,-39.337324
14:27.0,-39.3406047
14:27.1,-39.3434525
14:27.2,-39.3347408
14:27.3,-39.3344896
14:27.4,-39.331545
14:27.5,-39.318267
14:27.6,-39.3068998
14:27.7,-39.3067808
14:27.8,-39.3081764
14:27.9,-39.3095779
14:28.0,-39.3124344
14:28.2,-39.3125131
14:28.3,-39.3124967
14:28.4,-39.3118216
14:28.5,-39.305807
14:28.6,-39.3062883
14:28.7,-39.3077443
14:28.8,-39.3092827
14:28.9,-39.3120738
14:29.0,-39.3143989
14:29.1,-39.3121546
14:29.2,-39.3153822
14:29.3,-39.3187628
14:29.4,-39.3199902
14:29.5,-39.3214736
14:29.6,-39.3228137
14:29.7,-39.3215024
14:29.8,-39.3230763
14:29.9,-39.3237038
14:30.0,-39.3227774
14:30.1,-39.3210187
14:30.2,-39.322205
14:30.3,-39.3228287
14:30.4,-39.3241479
14:30.6,-39.3259007
14:30.7,-39.3264495
14:30.8,-39.326795
14:30.9,-39.3271764
14:31.0,-39.327438
14:31.1,-39.3271856
14:31.2,-39.3270584
14:31.3,-39.3268259
14:31.4,-39.3270075
14:31.5,-39.3267844
14:31.6,-39.3270384
14:31.7,-39.3271171
14:31.8,-39.3277568
14:31.9,-39.3283687
14:32.0,-39.3283739
14:32.1,-39.3292078
14:32.2,-39.3252914
14:32.3,-39.3235729
14:32.4,-39.3244605
14:32.6,-39.3258306
14:32.7,-39.3231731
14:32.8,-39.3215472
14:32.9,-39.320282
14:33.0,-39.3202551
14:33.1,-39.3200231
14:33.2,-39.3195157
14:33.3,-39.3188001
14:33.4,-39.3179928
14:33.5,-39.3176783
14:33.6,-39.3177397
14:33.7,-39.3172122
14:33.8,-39.3157467
14:33.9,-39.316164
14:34.0,-39.3160418
14:34.1,-39.3160277
14:34.2,-39.3156946
14:34.3,-39.3166706
14:34.5,-39.3169514
14:34.6,-39.3159205
14:34.7,-39.3156735
14:34.8,-39.3162287
14:34.9,-39.3107774
14:35.0,-39.3108349
14:35.1,-39.3108164
14:35.2,-39.3109707
14:35.3,-39.3113296
14:35.4,-39.3457099
14:35.5,-39.3485983
14:35.6,-39.3743202
14:35.7,-39.1094817
14:35.8,-39.1421809
14:35.9,-39.1719573
14:36.0,-39.1747052
14:36.1,-39.1783693
14:36.2,-39.1914037
14:36.3,-39.197818
14:36.4,-39.2047803
14:36.5,-39.2463709
14:36.6,-38.1796078
14:36.8,-37.1305372
14:36.9,-37.43877
14:37.0,-37.7145618
14:37.1,-39.356654
14:37.2,-39.1632019
14:37.3,-39.2142816
14:37.4,-39.2142699
14:37.5,-39.2249607
14:37.6,-39.2330237
14:37.7,-39.2392126
14:37.8,-39.2452536
14:37.9,-39.2529126
14:38.0,-39.145041
14:38.2,-39.1521438
14:38.3,-39.162506
14:38.4,-39.0421185
14:38.5,-39.2744493
14:38.6,-39.2378962
14:38.7,-39.2281018
14:38.8,-39.2473249
14:38.9,-39.0864079
14:39.0,-39.1202693
14:39.1,-39.1515296
14:39.2,-39.1636618
14:39.3,-39.1801426
14:39.4,-39.184249
14:39.5,-39.1919545
14:39.6,-39.2052588
14:39.7,-39.2147857
14:39.8,-39.2231828
14:40.0,-39.2236081
14:40.1,-39.2330303
14:40.2,-39.2415448
14:40.3,-39.2447594
14:40.4,-39.2387189
14:40.5,-39.2381377
14:40.6,-39.2393603
14:40.7,-39.2368725
14:40.8,-39.2373023
14:40.9,-39.2370538
14:41.0,-39.2394713
14:41.1,-39.2385476
14:41.2,-39.2359677
14:41.3,-39.2359575
14:41.4,-39.2352303
14:41.5,-39.2332933
14:41.6,-39.2354479
14:41.7,-39.2355605
14:41.8,-39.2346032
14:42.0,-39.2339535
14:42.1,-39.2352746
14:42.2,-39.2372405
14:42.3,-39.2388464
14:42.4,-39.2386458
14:42.5,-39.2376981
14:42.6,-39.2387926
14:42.7,-39.2399923
14:42.8,-39.2407608
14:42.9,-39.2419053
14:43.0,-39.2425563
14:43.1,-39.2418602
14:43.2,-39.2430671
14:43.3,-39.2446341
14:43.4,-39.2468988
14:43.5,-39.24811
14:43.6,-39.2497062
14:43.7,-39.2495222
14:43.9,-39.2494189
14:44.0,-39.2496969
14:44.1,-39.2498641
14:44.2,-39.251495
14:44.3,-39.2511195
14:44.4,-39.2520844
14:44.5,-39.2421913
14:44.6,-39.2434263
14:44.7,-39.2435051
14:44.8,-39.2435286
14:44.9,-39.2430667
14:45.0,-39.242823
14:45.1,-39.2433279
14:45.2,-39.2428384
14:45.3,-39.242354
14:45.5,-39.2413516
14:45.6,-39.2409149
14:45.7,-39.2408341
14:45.8,-39.2397707
14:45.9,-39.2396516
14:46.0,-39.2381793
14:46.1,-39.2378311
14:46.2,-39.2386028
14:46.3,-39.2386345
14:46.4,-39.236703
14:46.5,-39.2365311
14:46.7,-39.232662
14:46.8,-39.2337443
14:46.9,-39.2341016
14:47.0,-39.2346732
14:47.1,-39.2355913
14:47.2,-39.2339749
14:47.3,-39.2341028
14:47.4,-39.2334566
14:47.5,-39.2332784
14:47.6,-39.2315413
14:47.7,-39.1411255
14:47.8,-38.9770686
14:47.9,-38.781756
14:48.0,-38.8279684
14:48.1,-37.7917501
14:48.2,-38.8060031
14:48.4,-38.7600897
14:48.5,-38.9362988
14:48.6,-38.9562342
14:48.7,-38.9826395
14:48.8,-38.9749716
14:48.9,-38.9700235
14:49.0,-39.0300123
14:49.1,-39.0639914
14:49.2,-39.0820905
14:49.3,-39.0867622
14:49.4,-39.099761
14:49.5,-39.1088064
14:49.6,-39.1209422
14:49.7,-39.049121
14:49.8,-39.1568003
14:49.9,-39.2689332
14:50.0,-39.2753128
14:50.1,-39.2714883
14:50.2,-39.2697907
14:50.3,-38.9918298
14:50.4,-39.0233165
14:50.5,-39.0372904
14:50.6,-39.0615595
14:50.7,-39.072214
14:50.9,-39.0811368
14:51.0,-39.1022688
14:51.1,-39.1264352
14:51.2,-39.132267
14:51.3,-39.1416977
14:51.4,-39.1403155
14:51.5,-39.1488471
14:51.6,-39.1550581
14:51.7,-39.1579881
14:51.8,-39.1650652
14:51.9,-39.1700277
14:52.0,-39.1748223
14:52.1,-39.1770779
14:52.2,-39.1772735
14:52.3,-39.174808
14:52.4,-39.1697852
14:52.5,-39.1673284
14:52.6,-39.1666939
14:52.8,-39.164812
14:52.9,-39.167738
14:53.0,-39.1709669
14:53.1,-39.1721063
14:53.2,-39.1744741
14:53.3,-39.1769648
14:53.4,-39.172743
14:53.5,-39.1762847
14:53.6,-39.1790476
14:53.7,-39.1817738
14:53.8,-39.1829663
14:53.9,-39.1823609
14:54.0,-39.1846033
14:54.1,-39.186685
14:54.2,-39.1886642
14:54.3,-39.1898671
14:54.4,-39.1915423
14:54.5,-39.1932409
14:54.6,-39.1952187
14:54.8,-39.1971078
14:54.9,-39.1990251
14:55.0,-39.1995686
14:55.1,-39.1996478
14:55.2,-39.1998042
14:55.3,-39.2023617
14:55.4,-39.2033654
14:55.5,-39.2040314
14:55.6,-39.2053207
14:55.7,-39.2058767
14:55.8,-39.2037859
14:55.9,-39.2050761
14:56.0,-39.204811
14:56.1,-39.2056478
14:56.2,-39.2060844
14:56.3,-39.2054755
14:56.5,-39.2046488
14:56.6,-39.2035786
14:56.7,-39.2027598
14:56.8,-39.2015036
14:56.9,-39.2012441
14:57.0,-39.2010114
14:57.1,-39.2019683
14:57.2,-39.2001594
14:57.3,-39.1967182
14:57.4,-39.1963032
14:57.5,-39.1969508
14:57.6,-39.197131
14:57.8,-39.1983744
14:57.9,-39.1985606
14:58.0,-39.1993518
14:58.1,-39.199674
14:58.2,-39.1998862
14:58.3,-39.199228
14:58.4,-39.1930294
14:58.5,-39.1925938
14:58.6,-39.1926625
14:58.7,-39.188582
14:58.8,-39.1874469
14:58.9,-39.1862382
14:59.0,-39.1866991
14:59.1,-39.1868004
14:59.2,-39.0499975
14:59.3,-38.9001873
14:59.4,-36.9003283
14:59.5,-39.1556874
14:59.6,-38.3108184
14:59.7,-33.1043693
14:59.8,-39.208073
14:59.9,-39.0845141
15:00.0,-39.1046658
15:00.2,-39.1264023
15:00.3,-38.8325102
15:00.4,-38.8974089
15:00.5,-38.9238368
15:00.7,-38.6872136
15:00.8,-38.7299463
15:00.9,-38.8112894
15:01.0,-38.8445041
15:01.1,-38.8830005
15:01.2,-38.9180818
15:01.3,-38.9345667
15:01.4,-38.9521014
15:01.5,-38.9812815
15:01.6,-39.007595
15:01.7,-39.1481268
15:01.8,-39.1437889
15:01.9,-39.1969111
15:02.0,-39.1989004
15:02.1,-39.2073071
15:02.2,-39.2126189
15:02.3,-39.2168384
15:02.5,-39.2117091
15:02.6,-39.232163
15:02.7,-39.2371027
15:02.8,-39.2181426
15:02.9,-39.2170078
15:03.0,-39.2242295
15:03.1,-39.2233435
15:03.2,-39.2240905
15:03.3,-39.2265696
15:03.4,-39.1824397
15:03.5,-39.1798124
15:03.6,-39.1797528
15:03.7,-39.1886089
15:03.8,-39.1914735
15:03.9,-39.1932277
15:04.0,-39.1962754
15:04.1,-39.1971288
15:04.2,-39.2003859
15:04.3,-39.2054899
15:04.4,-39.207628
15:04.5,-39.2093393
15:04.7,-39.2038816
15:04.8,-39.2035733
15:04.9,-39.2033124
15:05.0,-39.1929683
15:05.1,-39.1942197
15:05.2,-39.1920797
15:05.3,-39.1896242
15:05.4,-39.1899691
15:05.5,-39.1887142
15:05.6,-39.1903711
15:05.7,-39.1906689
15:05.8,-39.1929613
15:05.9,-39.1938415
15:06.0,-39.1962057
15:06.1,-39.1961342
15:06.2,-39.1983141
15:06.3,-39.2009314
15:06.4,-39.2016934
15:06.5,-39.2014699
15:06.6,-39.200142
15:06.7,-39.2008779
15:06.9,-39.1984193
15:07.0,-39.1970641
15:07.1,-39.1965082
15:07.2,-39.1957638
15:07.3,-39.1973346
15:07.4,-39.196345
15:07.5,-39.1936712
15:07.6,-39.1934712
15:07.7,-39.1937856
15:07.8,-39.1947696
15:07.9,-39.1951714
15:08.0,-39.1969061
15:08.1,-39.1963118
15:08.2,-39.197618
15:08.3,-39.1968432
15:08.4,-39.1970746
15:08.5,-39.1981421
15:08.6,-39.1979649
15:08.7,-39.1976778
15:08.9,-39.1961468
15:09.0,-39.1953961
15:09.1,-39.1939896
15:09.2,-39.1944156
15:09.3,-39.1938453
15:09.4,-39.1933536
15:09.5,-39.193945
15:09.6,-39.1946801
15:09.7,-39.1956457
15:09.8,-39.1967716
15:09.9,-39.1976546
15:10.0,-39.1976319
15:10.1,-39.1969534
15:10.2,-39.193698
15:10.3,-39.1927722
15:10.4,-39.1928047
15:10.5,-39.192693
15:10.6,-39.1937668
15:10.7,-39.1945897
15:10.8,-39.1961462
15:10.9,-39.1968106
15:11.1,-39.1978883
15:11.2,-39.1990294
15:11.3,-39.199217
15:11.4,-39.1990911
15:11.5,-39.1999561
15:11.6,-39.2003651
15:11.7,-39.2011166
15:11.8,-39.2026728
15:11.9,-39.1992836
15:12.0,-39.1981199
15:12.1,-39.1913519
15:12.2,-39.1893793
15:12.3,-39.1863334
15:12.4,-39.1864207
15:12.5,-39.1869386
15:12.6,-39.1858925
15:12.7,-39.1832847
15:12.8,-39.1839769
15:12.9,-39.1843882
15:13.0,-39.183029
15:13.1,-39.1830467
15:13.2,-39.183898
15:13.3,-39.1840163
15:13.5,-39.184118
15:13.6,-39.1843511
15:13.7,-39.1845573
15:13.8,-39.184683
15:13.9,-39.1846393
15:14.0,-39.1849506
15:14.1,-39.1533847
15:14.2,-39.2472334
15:14.3,-39.2396604
15:14.4,-39.2554007
15:14.5,-39.1776136
15:14.6,-39.2038672
15:14.7,-39.1785209
15:14.8,-39.2017712
15:14.9,-39.2224306
15:15.0,-39.2381932
15:15.1,-39.2361946
15:15.2,-39.2366456
15:15.3,-39.2405757
15:15.4,-39.2477945
15:15.5,-39.253283
15:15.6,-39.2562711
15:15.8,-39.2619813
15:15.9,-39.2676852
15:16.0,-39.2746891
15:16.1,-39.2793197
15:16.2,-39.2798751
15:16.3,-39.2838216
15:16.4,-39.2870042
15:16.5,-39.2859565
15:16.6,-39.2770907
15:16.7,-39.2603715
15:16.8,-39.2280343
15:16.9,-39.1024949
15:17.0,-39.1864643
15:17.1,-39.239543
15:17.2,-39.2420429
15:17.3,-39.267422
15:17.4,-39.2758876
15:17.5,-39.2819034
15:17.7,-39.2843072
15:17.8,-39.2928696
15:17.9,-39.2982996
15:18.0,-39.2992151
15:18.1,-39.3006728
15:18.2,-39.3087595
15:18.3,-39.3100154
15:18.4,-39.3170901
15:18.5,-39.3205754
15:18.6,-39.3232242
15:18.7,-39.3273443
15:18.8,-39.3303772
15:18.9,-39.3316311
15:19.0,-39.3341279
15:19.2,-39.3361917
15:19.3,-39.3341815
15:19.4,-39.3356182
15:19.5,-39.3367989
15:19.6,-39.3348015
15:19.7,-39.3356401
15:19.8,-39.3349605
15:19.9,-39.3364308
15:20.0,-39.3388174
15:20.1,-39.3435061
15:20.2,-39.3445501
15:20.3,-39.3466801
15:20.4,-39.3469031
15:20.5,-39.3478393
15:20.6,-39.3479879
15:20.7,-39.3454619
15:20.9,-39.3470175
15:21.0,-39.3469062
